Species		-	Copia	Gypsy	Harbinger	Helitron	L1	MSAT	MuDR	RTE	SAT	SINE2/tRNA	hAT	unclassified
4_Transposome/Sorghum_halepense-JG_CO_111_D	0.000145066006929359	0.00202404547106325	0.00778387996480337	0.000616410868969997	0.000250025983445352	0.000338016686550301	2.66057276779405e-05	0.000383958978033686	4.31939363182399e-05	0.000201475192367659	4.79091243373753e-05	0.0002650963721536	0.00170948468153022	
4_Transposome/Sorghum_halepense-JG_CO_111_E	0.00016361086216623	0.0022130531088532	0.00611447067976966	0.00055834611570335	0.000274177547636406	0.000285125876862743	2.76814781291241e-05	0.000396678458049396	5.4876962294463e-05	0.000116337181499812	5.7115977482272e-05	0.000323103756436516	0.00176740607260583	
4_Transposome/Sorghum_halepense-JG_CO_113_A	0.000167836769292045	0.00175974498732784	0.00448703983634673	0.000571320275673299	0.000294936140733985	0.000334851937054751	3.04967484304666e-05	0.000410675547375777	4.82253268385357e-05	0.000168839809791197	5.0449580287719e-05	0.000324452801757544	0.00209587231268903	
4_Transposome/Sorghum_halepense-JG_CO_113_B	0.000191015381897763	0.00311331982242545	0.0129385222325648	0.00069981492498087	0.00034574779106946	0.000405532635176029	2.58799027220225e-05	0.000478792421658739	3.96648068829878e-05	0.000170578151985415	4.91256935975776e-05	0.000413658648173131	0.00244307560901029	
4_Transposome/Sorghum_halepense-JG_CO_113_C	0.000208261170520255	0.0055534308770374	0.0270765128272216	0.0014897098029548	0.000260621090663506	0.000424554003324711	2.88099082152405e-05	0.000666482319479279	4.06272981684564e-05	0.000188798822563428	5.6191763716826e-05	0.000435144335462202	0.00318450830104322	
4_Transposome/Sorghum_halepense-JG_CO_113_D	0.000193187359968889	0.00186595082009295	0.00420944234383456	0.000790089386983804	0.000259650494224956	0.000384654185123566	2.41834078851781e-05	0.000381888420549263	4.21087787349589e-05	0.000209581762804453	5.44825343181187e-05	0.000385975822505546	0.00201615144956572	
4_Transposome/Sorghum_halepense-JG_CO_113_E	0.000260785203168049	0.00281467007970669	0.00874932600731758	0.000619763800291161	0.000204436701478622	0.000372168864061609	3.0538958358083e-05	0.000386404461030908	3.3485308289901e-05	0.00016188427318889	5.44843352928103e-05	0.000345495272516195	0.001761931057722	
4_Transposome/Sorghum_halepense-JG_CO_118_B	0.000199920751710747	0.00232837080874494	0.00680458015948328	0.000462021311257563	0.000269667015668855	0.000350809341247601	2.68272697937593e-05	0.000464499530323867	4.94663892981792e-05	0.000142515770713462	5.186788445392e-05	0.00034420118704279	0.00187996816776513	
4_Transposome/Sorghum_halepense-JG_CO_118_C	0.000182957403958871	0.00167473342562867	0.00688338194121464	0.000543594118844319	0.00026602861108523	0.000319470179014028	2.45401866938762e-05	0.000469991469829482	4.15916106683945e-05	0.000153028186401134	5.38171717951187e-05	0.000309573948527231	0.00187644132483284	
4_Transposome/Sorghum_halepense-JG_CO_118_D	0.000198987157621454	0.00351413216154485	0.0158756274778714	0.000583918866948162	0.000258611433638802	0.00038815103845418	2.26653625935057e-05	0.000512234406545637	4.00883450674276e-05	0.000224670347365766	5.37223535074568e-05	0.000405258168767438	0.00253770290006817	
4_Transposome/Sorghum_halepense-JG_CO_118_E	0.000145513531095935	0.00189565629346006	0.00468620527340209	0.000598017576915476	0.000264036668214796	0.000292916892390365	3.05887174936427e-05	0.000270260005219143	4.30519270827606e-05	0.000161462628321572	5.2321146219787e-05	0.000301929221266231	0.00198169633132687	
4_Transposome/Sorghum_halepense-JG_CO_120_A	0.000177089839797686	0.00207815735634574	0.00663647961394658	0.000608942178271359	0.000247168940984391	0.000314935756221855	2.34560939487363e-05	0.000299375469981643	4.51039338052807e-05	0.000137309932576585	5.65790881762028e-05	0.000328079665428051	0.00203640947836086	
4_Transposome/Sorghum_halepense-JG_CO_120_B	0.000245444884862322	0.00191144501394985	0.00600965591675308	0.00056634124585712	0.000242455241289161	0.00037561520958445	2.17160610606586e-05	0.000475722158299946	4.07961332051375e-05	0.000148099672177788	4.96241855876506e-05	0.00027640047685949	0.0025047219242201	
4_Transposome/Sorghum_halepense-JG_CO_120_C	0.000269855517734283	0.00237266162204034	0.00703278608244062	0.000773984755994887	0.000405186714024153	0.000391880507231793	2.98815710829992e-05	0.00043737361584378	5.4427369513815e-05	0.000167545792784487	6.68879916265363e-05	0.000406446176875276	0.00212846910559268	
4_Transposome/Sorghum_halepense-JG_CO_120_D	0.000257001191697646	0.00401217836939522	0.0189064181948458	0.000650698192056848	0.000331666886112556	0.000334282392048884	2.75025094956553e-05	0.000616408953071495	3.61877394820984e-05	0.000136794874278633	5.25313262045585e-05	0.000311703564157078	0.00294311066179809	
4_Transposome/Sorghum_halepense-JG_CO_120_E	0.000162817049966252	0.00231814805003518	0.00631531210109235	0.000563926012772571	0.000274082831827894	0.00028107185750423	2.91711963156794e-05	0.00040368696231259	4.8789803307806e-05	0.000136711982229346	5.62012718909322e-05	0.000350571994358826	0.00233758559052813	
4_Transposome/Sorghum_halepense-JG_CO_122_A	0.000248099694883893	0.00469842598246647	0.0168520289067701	0.00071762495600805	0.00031901412257057	0.000372986522521955	3.10022814557515e-05	0.00046142899367868	4.04530798812701e-05	0.000289604229160096	5.183893854176e-05	0.000322463129109867	0.00293358840753544	
4_Transposome/Sorghum_halepense-JG_CO_122_B	0.000183234071761604	0.00187290394687416	0.00471662828876181	0.000524095618166088	0.000282863175881879	0.000296361524033147	3.06100593006735e-05	0.000395302223268399	3.70669564889084e-05	0.000145771143926423	5.17697461685455e-05	0.000311629122501679	0.00185252240946496	
4_Transposome/Sorghum_halepense-JG_CO_122_C	0.000226091394384587	0.00206631814648373	0.00854842159923126	0.000502381518081377	0.00026326512193999	0.000310181563622344	2.63349731811265e-05	0.000314643527293496	3.94144877639463e-05	0.00017553751977422	4.44699640114151e-05	0.000376352786636298	0.00265116541178646	
4_Transposome/Sorghum_halepense-JG_CO_122_D	0.000209487108889443	0.00202796576513782	0.0050875931943654	0.000536091278650103	0.000277536641069216	0.000349287466761026	3.27456331738943e-05	0.000338838847106072	4.2249289048441e-05	0.000168611738118504	5.65186632650829e-05	0.000321050719776716	0.00215352386600665	
4_Transposome/Sorghum_halepense-JG_CO_122_E	0.000193870031175914	0.00234921288895517	0.00504245386129295	0.000502366935496632	0.000196414699052184	0.000297194507207428	3.6201145941006e-05	0.000439293861524402	3.72326484587793e-05	0.000134800227953168	5.7846342182912e-05	0.000330590975356179	0.00194586072009611	
4_Transposome/Sorghum_halepense-JG_CO_124_A	0.000169573576652867	0.0025061234845171	0.00796184493494838	0.000455656810649534	0.000281879788899109	0.000351044587880863	2.5932670263423e-05	0.000459874438549997	4.01873856690554e-05	0.000131333040701321	4.57859106988209e-05	0.000325148499640293	0.00208512635288028	
4_Transposome/Sorghum_halepense-JG_CO_124_B	0.000169989743891056	0.00214597874041235	0.00665844466903817	0.000654951985539204	0.00023259979513207	0.000297364758716954	2.57006816547044e-05	0.000390852789764613	4.14840484344453e-05	0.000135403540472273	6.42284873686893e-05	0.000394655165180581	0.00217762557985813	
4_Transposome/Sorghum_halepense-JG_CO_124_C	0.00013743445251731	0.00208208962631073	0.00488446565676945	0.000505347640285839	0.000299348448961905	0.000386975128142716	3.59058843646504e-05	0.000433191170168185	3.89916754275877e-05	0.000165331977665095	5.59893953479356e-05	0.000350658214473356	0.00239164509772536	
4_Transposome/Sorghum_halepense-JG_CO_124_D	0.000171114306421649	0.0025823259383027	0.0113502811003929	0.000601468160910301	0.000286474662982622	0.000421102514196842	2.46595492735735e-05	0.00053855932125566	3.83286906650442e-05	0.00015557718148581	4.38584341413789e-05	0.000383785500612298	0.00279230642632237	
4_Transposome/Sorghum_halepense-JG_CO_124_E	0.00022426651955267	0.0016602661543548	0.0065246640506723	0.000598167748602271	0.000281013982973551	0.00026375500483129	3.67186719435126e-05	0.00032721265988574	4.07981621773783e-05	0.000130632292514572	5.41833285525039e-05	0.00034701704782507	0.00182088189006291	
4_Transposome/Sorghum_halepense-JG_CO_125_A	0.000181349059188649	0.00498245612850177	0.0202109823632334	0.000810994106025495	0.000339603879644968	0.00040356174727939	2.4535324237418e-05	0.00036921483396158	3.19544835339309e-05	0.000220911848591863	4.72952847658197e-05	0.000376173479146955	0.00320812546958767	
4_Transposome/Sorghum_halepense-JG_CO_125_B	0.000182373631564234	0.00175465391174885	0.00476251933376559	0.000586648517136375	0.000223432676886503	0.000283574923938418	2.44700990452239e-05	0.000446579873706122	3.81412891912058e-05	0.000203903636231148	6.69602103812446e-05	0.000318512964557789	0.00238711957081288	
4_Transposome/Sorghum_halepense-JG_CO_125_C	0.000225387419514815	0.00207235354678473	0.0065592290638389	0.000512351426973523	0.000224023261363626	0.00030173224656966	2.96052011293611e-05	0.000404050588739325	4.20323105322097e-05	0.000121268867608517	5.36027599479086e-05	0.000343273086918749	0.00260028100904283	
4_Transposome/Sorghum_halepense-JG_CO_125_D	0.000200515018940297	0.00285073689322267	0.00880476997264312	0.000605199399484508	0.000285733979133519	0.000332826098080657	2.56422638912506e-05	0.000412896540899462	4.59123497643294e-05	0.000154862444093317	5.45020003975192e-05	0.000336894851488637	0.00241554898991872	
4_Transposome/Sorghum_halepense-JG_CO_126_A	0.000209544064458361	0.00222443243932457	0.00692185736025889	0.000770323027152884	0.000252821961799791	0.000413437266840298	2.81768193900774e-05	0.000352914702925234	3.64994839378183e-05	0.000161541387434002	4.75682483750115e-05	0.000261370913358951	0.0024938909111516	
4_Transposome/Sorghum_halepense-JG_CO_126_B	0.000188533093901091	0.0015457619616353	0.00607212077322889	0.000578613760797672	0.000257629519083965	0.000342287448310244	2.76238948865507e-05	0.000405096847871464	4.55497467468897e-05	0.000136983107529757	5.49179746303181e-05	0.000338067606236756	0.00225309817355399	
4_Transposome/Sorghum_halepense-JG_CO_126_D	0.00028274981696341	0.00325455888922907	0.0145916009432308	0.00101794420131267	0.000359387834069923	0.000497255045164052	2.80825295447293e-05	0.000424447861417182	4.5328270919606e-05	0.000146137067113939	6.95073404457701e-05	0.0004217718625573	0.00244523758910386	
4_Transposome/Sorghum_halepense-JG_CO_128_A	0.0002002285047431	0.00183122973372108	0.00496557586065597	0.000908990903932389	0.000322306170485095	0.000350765806565283	2.19885227318889e-05	0.000433199069452694	4.42929907285128e-05	0.00020832008848338	7.39012458898155e-05	0.000480704484414737	0.00246877158414399	
4_Transposome/Sorghum_halepense-JG_CO_128_B	0.00023618066468522	0.00322176116959175	0.0163894543623279	0.000642365026055721	0.000315970769633839	0.000448877890906387	2.76108889830083e-05	0.00040828840037696	5.01598363313768e-05	0.000230654604071579	7.02705015090981e-05	0.000515636600049569	0.00252316321714321	
4_Transposome/Sorghum_halepense-JG_CO_128_C	0.000175311866075481	0.00239923524917018	0.013641851275493	0.000703694211236351	0.000326343406307589	0.000464509684432827	2.69340439611926e-05	0.000383478162559887	4.30161285818363e-05	0.000191612105393128	5.3366207473524e-05	0.000332698997079277	0.00231021559219304	
4_Transposome/Sorghum_halepense-JG_CO_128_D	0.000243302534329477	0.00200117117363759	0.0069502817278021	0.000792960363516088	0.000346967973640902	0.000404054038092828	2.40221913968874e-05	0.000480560615169598	5.13481552215005e-05	0.000206724223851485	6.9201628277434e-05	0.00052182006152698	0.0025423831038941	
4_Transposome/Sorghum_halepense-JG_CO_128_E	0.000209620346184902	0.00204478021280596	0.00527348816369455	0.000731124672411189	0.000324385599841869	0.000420773433101347	3.08162292419869e-05	0.000502943285134735	4.492611391207e-05	0.000211642945346242	6.56376273081408e-05	0.000490313317143081	0.00249837180837771	
4_Transposome/Sorghum_halepense-JG_CO_131_A	0.000187619718266244	0.00278143456625866	0.0108889642982949	0.000678579217832103	0.000288875983538876	0.00038314891777817	2.71509139693108e-05	0.00040292650522011	4.60706574036462e-05	0.000179427915557048	5.90969930361616e-05	0.000388189814824732	0.00200130708886953	
4_Transposome/Sorghum_halepense-JG_CO_131_B	0.000264495326506528	0.00191806351510306	0.00579325572779754	0.000831169301219028	0.000337989492773878	0.000333224460259626	3.22597160513824e-05	0.000451589552980237	5.46268353477868e-05	0.000229547920445442	6.89863111244302e-05	0.000448664652625426	0.00238012044976185	
4_Transposome/Sorghum_halepense-JG_CO_131_C	0.000225863322900878	0.00267854411494819	0.0128265179931797	0.000924481344553059	0.000249315782482128	0.000350858196691644	2.14115316753671e-05	0.000409719947023001	5.25411101943317e-05	0.000183513669316337	6.59618971476916e-05	0.00039259932985121	0.00245892039245758	
4_Transposome/Sorghum_halepense-JG_CO_131_D	0.000176139998085452	0.00524261027996956	0.0260985854348342	0.000994260938092706	0.00030110823292535	0.000384127193225871	3.13509921162327e-05	0.00049315625714275	5.21593720166814e-05	0.000134032205335322	5.38653662955308e-05	0.000456384261177743	0.00338531752412137	
4_Transposome/Sorghum_halepense-JG_CO_131_E	0.000194434685835514	0.0050322466110581	0.0202899491143495	0.000981423712874189	0.000284094876336651	0.00047069156130145	2.68264369810465e-05	0.000496375487084234	7.01261824610789e-05	0.000236695750451604	8.92224770333412e-05	0.000416826800264201	0.00267352592514041	
4_Transposome/Sorghum_halepense-JG_CO_132_C	0.000223081557004638	0.00188909198691342	0.00705830482513724	0.000728640053209443	0.000282834391758729	0.000379366667831687	4.00013287476873e-05	0.000432598878124196	4.20828765632078e-05	0.000229485399443742	6.56374969924496e-05	0.000483703833180843	0.00198978018605722	
4_Transposome/Sorghum_halepense-JG_CO_132_D	0.000235035748639353	0.00257903625791316	0.0113470756849019	0.000771726961935739	0.000368163344550026	0.000460712142653187	3.38695260751568e-05	0.000470342747927433	4.34659983732069e-05	0.000132495156473574	7.16822085449474e-05	0.000438899800071158	0.0022594085882142	
4_Transposome/Sorghum_halepense-JG_CO_132_E	0.000194478225266286	0.00206041309517112	0.00593702461012768	0.000775032352974121	0.000306856627658695	0.000381682212843866	4.45670368024138e-05	0.000477651994519638	3.59647194783841e-05	0.000143469466090282	6.17010067245581e-05	0.000375779355482673	0.00215676732730896	
4_Transposome/Sorghum_halepense-JG_CO_132_F	0.00016642681063175	0.00222987168788412	0.00736049565297255	0.000847583116304664	0.00027116830559507	0.000400441296758233	2.99777064594457e-05	0.00041891102281095	3.89263168161795e-05	0.000213546188505356	6.55118070218605e-05	0.000442689590660652	0.0022120199987367	
4_Transposome/Sorghum_halepense-JG_CO_132_G	0.000261181297031541	0.00313984204339593	0.0162864688456902	0.000982678553202288	0.000304264839858551	0.000445888672667322	3.47375644967171e-05	0.000607720627536396	4.63620419328787e-05	0.000278441236241345	7.21396945283295e-05	0.000549435939249439	0.00270789963713375	
4_Transposome/Sorghum_halepense-JG_CO_132_H	0.000292464986400078	0.00403603540889337	0.020248577291199	0.000906040372705456	0.000381424101913687	0.000418829503266952	3.05294224661804e-05	0.000678613886521834	4.26455535706164e-05	0.000209677065293533	6.2023211540651e-05	0.000652242552697354	0.00311214195928785	
4_Transposome/Sorghum_halepense-JG_CO_132_I	0.000242539202592524	0.00278061993168288	0.0083076756628199	0.000929898375549624	0.000350057030856273	0.000372186402745251	4.11787195895752e-05	0.000500648137223848	4.60631832064466e-05	0.000178906837174813	6.14575331413464e-05	0.000459227537276411	0.00229578461170331	
4_Transposome/Sorghum_halepense-JG_CO_132_J	0.000231385953570344	0.00222511726384664	0.00798374983833009	0.000724039226982831	0.000268721911949429	0.000350929489800175	3.59627949699678e-05	0.000442212175087614	3.90982121650264e-05	0.00021462492589794	6.26462007127534e-05	0.000430758472449185	0.00217808386332442	
4_Transposome/Sorghum_halepense-JG_CO_150_C	0.000185041387939917	0.00291005306631474	0.0112984658257179	0.000602306971103239	0.000252088806548911	0.000320700251577023	3.35399979672331e-05	0.000434041977316423	3.88210341190338e-05	0.000174294028453215	6.30638518370079e-05	0.00033962288448169	0.00224413073254541	
4_Transposome/Sorghum_halepense-JG_CO_150_D	0.000174733774674895	0.00175575482032618	0.00635392590798756	0.000525638152245088	0.000229448504544287	0.000281944344990307	2.49142470041797e-05	0.000361696430767931	3.56209242852636e-05	0.000159318511423551	5.6696941111485e-05	0.00036415485754682	0.00212178640225286	
4_Transposome/Sorghum_halepense-JG_CO_150_E	0.000222064451642485	0.00183082697593882	0.00596305381666448	0.000589493846182942	0.000317845966626584	0.000374750943602319	2.63071948642871e-05	0.000379717384549518	4.01657600108346e-05	0.000157074771694863	7.17582068168537e-05	0.000402389238457371	0.00206230228050281	
4_Transposome/Sorghum_halepense-JG_CO_150_H	0.000241588982735803	0.00163925937927043	0.00547667695667287	0.000603308269404992	0.000246852848768236	0.000288898937737195	3.35632135521454e-05	0.000434611309519441	4.52630928879097e-05	0.00015724892281821	5.12500547200865e-05	0.00041788781202611	0.00180404376636019	
4_Transposome/Sorghum_halepense-JG_CO_150_I	0.000192072897999973	0.0021438207396558	0.00565571828947183	0.000587720166802211	0.000276144487071403	0.000384095491419738	3.66872896759889e-05	0.000372463561103133	4.8822822738346e-05	0.000106248326579931	6.47877150191919e-05	0.000311008798712357	0.00197151798469678	
4_Transposome/Sorghum_halepense-JG_CO_188_B	0.000214736946815488	0.00231042879300322	0.00687009630288937	0.000956864889108243	0.000373621274191001	0.000364640380810473	2.71343469021207e-05	0.00050863816158254	4.93434946744391e-05	0.000144849620171923	7.57830899902162e-05	0.000461379795310995	0.00222942680605062	
4_Transposome/Sorghum_halepense-JG_CO_188_C	0.000235000808307496	0.00138693824639184	0.00555862702678329	0.000699244810697672	0.000257597859870371	0.000302582342495811	3.41901349806816e-05	0.000508743778540154	4.81032054684847e-05	0.000164929945299892	5.80315757197977e-05	0.000374810040826557	0.00243035502686487	
4_Transposome/Sorghum_halepense-JG_CO_188_D	0.000181201231467688	0.00238207954213848	0.00951417054589029	0.000878396569181876	0.000275338561532083	0.000394185804221177	2.62666806266615e-05	0.000459596883187747	4.37300055714049e-05	0.000212354211309415	7.16899733722081e-05	0.000481526507179651	0.00223471383557478	
