Species	-	Copia	Gypsy	Harbinger	Helitron	L1	MSAT	MuDR	RTE	SAT	SINE2/tRNA	hAT	unclassified
4_Transposome/JG_CO_106_F	0.00104210010895754	0.089145806697555	0.435738647693384	0.0111082076511678	0.00229090873958917	0.00374585452159947	5.10760795326398e-05	0.00506786982656787	8.15634341578301e-05	0.000945383512847979	0.000140868404843552	0.00393352934756406	0.0327030839847106
4_Transposome/JG_CO_107_A	0.0018445996274024	0.0887823608922809	0.473570702339516	0.0178532554345653	0.0028239587986566	0.00428035069962287	4.51138099720713e-05	0.00641970061597223	8.16223223428257e-05	0.00220886360037758	0.000152080340099492	0.00531434105680662	0.0317297504654284
4_Transposome/JG_CO_107_B	0.00144326191198098	0.0834728351821104	0.428812340265035	0.0119735436279068	0.0023075788787054	0.00365236852284518	4.51013262353759e-05	0.00493072620501286	8.42692676420641e-05	0.00101668724002911	0.000121872313868497	0.00398749541951949	0.0318506472861003
4_Transposome/JG_CO_107_C	0.00078352889363877	0.0864586291041559	0.430302713521085	0.0117556734037163	0.00215561696222162	0.00365580798777434	5.03356560954691e-05	0.00512282391812785	7.66893571608127e-05	0.00135997385166138	0.000143159615284072	0.00400768120576895	0.0333144593291897
4_Transposome/JG_CO_107_D	0.0010473747139165	0.0804665866889204	0.422106868926659	0.0127499409100694	0.00231201129630699	0.00357898000316313	5.36003674860593e-05	0.00512319223209378	7.60838596985003e-05	0.00115527562719739	0.000138844373811364	0.00423244382533924	0.0301707576643842
4_Transposome/JG_CO_107_E	0.00108175466446051	0.0805057720069813	0.415302388263994	0.0129311277046482	0.00231790979524219	0.00362763747409184	4.97229996966927e-05	0.0049707156797058	8.15169186518279e-05	0.002095860708522	0.00012775620747272	0.00407897264684325	0.0320880177265983
4_Transposome/JG_CO_108_B	0.000900360801400667	0.0863333645184511	0.435739444565567	0.0116036691954333	0.00233476933728726	0.0036591528911784	5.42255642768793e-05	0.00502115049451832	7.40841761100626e-05	0.000943575505304218	0.000132152414789225	0.0039174201890429	0.0331759800500526
4_Transposome/JG_CO_108_D	0.000998424458077789	0.0931256269533253	0.447264648515271	0.0113659043960763	0.00229135731003841	0.0038682217450986	5.99889208225015e-05	0.00524865020462926	8.5688204774134e-05	0.000985385515298775	0.000132031332742571	0.00390207920470851	0.0346476342560138
4_Transposome/JG_CO_108_E	0.000735808512216315	0.0932349355811997	0.441236001924892	0.0104433292780522	0.00226437082083746	0.00353186717808114	5.24121265319145e-05	0.00505449344912951	0.000101335584467179	0.000888337875346053	0.000135091635599869	0.00383031952782046	0.0338467860961686
4_Transposome/JG_CO_108_F	0.000865467150427342	0.091225727262513	0.429975578845576	0.0106272613127633	0.00224977153175622	0.00364614414170498	4.65413373455978e-05	0.00518476676210563	6.5498406650001e-05	0.000731262704578276	0.000119088568611989	0.00384653281555064	0.0339505164926783
