Species	-	Copia	Gypsy	Harbinger	Helitron	L1	MSAT	MuDR	RTE	SAT	SINE2/tRNA	hAT	unclassified
4_Transposome/JG_CO_064_E	0.000240653558163618	0.0020842543759233	0.00645778056209187	0.000756696741879109	0.000278384738810929	0.0003618207041911	2.57146053721628e-05	0.000450310883574452	4.59703840679958e-05	0.000191126122391688	7.22708410363034e-05	0.000431348785421594	0.00205931041199866
4_Transposome/JG_CO_064_F	0.000257649746618549	0.00203223595135989	0.00488624924977318	0.000742959377763866	0.000327714023319036	0.000402167885009294	3.10858211057185e-05	0.000528261220738847	5.56500667789442e-05	0.000231450874328747	7.89057589338854e-05	0.000460398486503888	0.00144620822300931
4_Transposome/JG_CO_064_G	0.000219151704278622	0.00180672394403721	0.00547607813836445	0.000733932835439059	0.000381062962293635	0.000486131223244072	3.21695282182083e-05	0.000610813303630451	5.49665366650191e-05	0.000228502770076393	7.6622514428881e-05	0.000411158160534296	0.00190488079891653
4_Transposome/JG_CO_064_H	0.000245899921664247	0.00255848211311283	0.00663236852673581	0.000855280388927606	0.00034338994106937	0.00044935060009076	3.56773927404084e-05	0.000495121564191823	4.34056053571839e-05	0.000227081281974443	9.80532210091608e-05	0.000419219229660059	0.00155875448127408
4_Transposome/JG_CO_064_I	0.000270528056245457	0.00249375925172049	0.00931225446358979	0.0008930595636862	0.000309119613762834	0.000485316965360569	3.99545905577387e-05	0.000601863235455929	5.24312292664946e-05	0.000193414406698461	8.37748891339901e-05	0.000444940927587293	0.00147391099008953
4_Transposome/JG_CO_064_J	0.000196824551067071	0.00180289322998435	0.00706712538222036	0.000680904776953485	0.000350020864895966	0.000427578444595284	3.71828856430769e-05	0.000502524056790337	4.48073169087461e-05	0.000224431291349089	7.09213723537541e-05	0.000557817039810359	0.00137911980461513
4_Transposome/JG_CO_064_K	0.000230716024885952	0.00257804028268904	0.0172136871110558	0.0014273432259221	0.000354646867854612	0.000514402884018738	2.9767654589107e-05	0.000582413584537276	5.31919222908231e-05	0.000202811095800667	7.07557552861483e-05	0.000420210688788846	0.00201479682529702
4_Transposome/JG_CO_064_L	0.000261782582294446	0.0050751516728615	0.0226454386460849	0.000796445726877661	0.000431087936765625	0.000454220057593218	2.78194626965948e-05	0.000634301271788603	5.05680165760874e-05	0.000235003441510169	9.04194936388223e-05	0.000535855908668223	0.00209684354051664
4_Transposome/JG_CO_069_A	0.000205154452886711	0.00185692530023009	0.00575802024688774	0.000683836078091017	0.000291570325648973	0.000363131670960817	3.84512998039255e-05	0.000437883217651381	4.33679942943773e-05	0.000188034082953567	6.16796378845579e-05	0.000377689595806364	0.00157249661931182
4_Transposome/JG_CO_069_B	0.000217584869359573	0.00196549790650957	0.00605238622532506	0.000820245061323774	0.000286580358424584	0.000346348795651564	2.78990818472459e-05	0.000402592123151067	4.1029526656684e-05	0.000190424412049009	5.77833987664706e-05	0.000396026993043331	0.00164675799602824
4_Transposome/JG_CO_069_C	0.00017992988997131	0.00206136203597163	0.00685700862727333	0.000752944410037762	0.000251547478678689	0.000396377877534003	2.95551634191118e-05	0.000424751054452854	4.2680041192979e-05	0.000211402589026977	5.77090080337258e-05	0.000335192762338781	0.00135831717770864
4_Transposome/JG_CO_069_D	0.000192721068820934	0.00192596700134256	0.00545207641930304	0.000556693751678438	0.000257078629276931	0.000305201849745355	3.10195406198929e-05	0.000430063415516122	3.75418575032922e-05	0.0001626199458588	5.31523448198934e-05	0.00042773174392484	0.00164065186376572
4_Transposome/JG_CO_069_E	0.000226513852828414	0.00170093524724755	0.00539060713073402	0.00065416122398504	0.000258209510519674	0.000337803774037113	2.78423841528979e-05	0.000412972255441159	5.22259220338632e-05	0.000214629362861955	6.20292532569296e-05	0.000433613027297643	0.00159329968281393
4_Transposome/JG_CO_076_A	0.000243690299777745	0.00231200403786024	0.00958814868437763	0.000803875471241811	0.000326162926350392	0.000513463271237578	3.53093912062298e-05	0.00049553804687668	4.93573777020214e-05	0.00021675064686614	9.26876213877462e-05	0.000487092775930052	0.00209661808402999
4_Transposome/JG_CO_078_E	0.000348467799125586	0.00212094654606293	0.0100337124860274	0.00116113753151443	0.000378976298294174	0.000626670758455057	2.06753968485852e-05	0.000540877339904195	6.61378239227822e-05	0.000261426419115308	9.35647134830774e-05	0.000712012653938067	0.00221292832863114
4_Transposome/JG_CO_080_B	0.000219635296613977	0.00286785125538964	0.00995915476451902	0.000733240067469601	0.000309968219176185	0.000361105882199338	3.11254678731673e-05	0.000595839039805534	7.0253876604775e-05	0.000184369600427871	8.49622201780989e-05	0.000397084221255685	0.00157619112885547
4_Transposome/JG_CO_080_C	0.000286361055310757	0.00187742957775009	0.0064787649255405	0.000709721732717533	0.000233760281694678	0.000331218998887656	2.57541982225939e-05	0.000344431916634676	4.75991359472033e-05	0.000195415343687936	6.98923066064221e-05	0.000321755464669861	0.00122831539105551
4_Transposome/JG_CO_080_D1	0.000209961211544729	0.0017611270650975	0.00402132602760949	0.000741878409223765	0.000279555474888781	0.000376915952392481	2.52304743882696e-05	0.000459259937269873	6.1897055352149e-05	0.000217409647319416	5.6090221122751e-05	0.000335045888497139	0.00171136193989029
4_Transposome/JG_CO_081_B	0.000237133200140023	0.00371543816592662	0.0122398240448393	0.000750254730149383	0.000286646883297822	0.000378113567439821	3.15607952818247e-05	0.000420123799285023	4.46573661750718e-05	0.000212677680165085	7.32596911419214e-05	0.000446828283128192	0.00135379716031398
